"id","product","review","category"
"3852","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3853","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3854","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"3855","Sprinkler System","Average system","water pressure could be better."""""
"3856","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3857","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3858","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3859","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3860","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3861","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3862","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3863","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3864","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3865","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3866","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3867","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3868","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3869","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3870","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3871","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3872","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3873","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3874","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3875","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3876","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3877","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3878","Sprinkler System","Average system","water pressure could be better."""""
"3879","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3880","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3881","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3882","Sprinkler System","Average system","water pressure could be better."""""
"3883","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3884","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3885","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3886","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3887","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3888","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3889","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3890","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3891","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3892","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3893","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3894","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3895","Sprinkler System","Average system","water pressure could be better."""""
"3896","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3897","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3898","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3899","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3900","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3901","Sprinkler System","Average system","water pressure could be better."""""
"3902","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3903","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3904","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3905","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3906","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3907","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3908","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3909","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3910","Sprinkler System","Average system","water pressure could be better."""""
"3911","Sprinkler System","Average system","water pressure could be better."""""
"3912","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3913","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3914","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3915","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3916","Sprinkler System","Average system","water pressure could be better."""""
"3917","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3918","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3919","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3920","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3921","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3922","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3923","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3924","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3925","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3926","Sprinkler System","Average system","water pressure could be better."""""
"3927","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3928","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3929","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3930","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3931","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3932","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3933","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3934","Sprinkler System","Average system","water pressure could be better."""""
"3935","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3936","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3937","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3938","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3939","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3940","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3941","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3942","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3943","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3944","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3945","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3946","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3947","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3948","Sprinkler System","Average system","water pressure could be better."""""
"3949","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3950","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3951","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3952","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3953","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3954","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3955","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3956","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3957","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3958","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
