"id","product","review","category"
"4817","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4818","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4819","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4820","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4821","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4822","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4823","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4824","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4825","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4826","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4827","Compost Manure","Terrible quality manure","waste of money."""""
"4828","Sprinkler System","Average system","water pressure could be better."""""
"4829","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4830","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4831","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4832","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4833","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4834","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4835","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4836","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4837","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4838","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4839","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4840","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4841","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4842","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4843","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4844","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4845","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4846","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4847","Compost Manure","Terrible quality manure","waste of money."""""
"4848","Sprinkler System","Average system","water pressure could be better."""""
"4849","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4850","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4851","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4852","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4853","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4854","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4855","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4856","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4857","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4858","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4859","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4860","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4861","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4862","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4863","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4864","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4865","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4866","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4867","Compost Manure","Terrible quality manure","waste of money."""""
"4868","Sprinkler System","Average system","water pressure could be better."""""
"4869","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4870","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4871","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4872","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4873","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4874","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4875","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4876","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4877","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4878","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4879","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4880","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4881","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4882","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4883","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4884","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4885","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4886","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4887","Compost Manure","Terrible quality manure","waste of money."""""
"4888","Sprinkler System","Average system","water pressure could be better."""""
"4889","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4890","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4891","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4892","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4893","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4894","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4895","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4896","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4897","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4898","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4899","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4900","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4901","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4902","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4903","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4904","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4905","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4906","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4907","Compost Manure","Terrible quality manure","waste of money."""""
"4908","Sprinkler System","Average system","water pressure could be better."""""
"4909","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"4910","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"4911","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"4912","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"4913","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"4914","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"4915","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"4916","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"4917","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"4918","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"4919","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"4920","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"4921","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"4922","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"4923","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"4924","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"4925","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"4926","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"4927","Compost Manure","Terrible quality manure","waste of money."""""
"4928","Sprinkler System","Average system","water pressure could be better."""""
"4929","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
